Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
AWAKE LIKE ME,,918890171535718,none,,,,22560,N/A,2020-09-08 14:47:55 EDT,2020-09-08,14:47:55,Photo,873,209,81,442,0,10,3,13,115,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3359641654127212,,https://www.facebook.com/photo.php?fbid=10159692607427573&set=gm.3359641654127212&type=3,,,,,,,,873,6.06
AWAKE LIKE ME,,918890171535718,none,,,,20605,N/A,2020-09-03 02:01:27 EDT,2020-09-03,02:01:27,Photo,854,530,24,226,68,0,1,0,1,4,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3343180832439961,,https://www.facebook.com/photo.php?fbid=10159672270612573&set=gm.3343180832439961&type=3,,,,,,,,854,5.93
Open Oregon,,2882853491751153,none,,,,19023,N/A,2020-09-11 04:33:41 EDT,2020-09-11,04:33:41,Link,843,509,92,85,149,1,1,0,0,6,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3295666450469853,,,,,This is a re-share of a post,,,,,843,5.55
Open Oregon,,2882853491751153,none,,,,18759,N/A,2020-09-08 17:09:41 EDT,2020-09-08,17:09:41,Status,841,132,226,76,4,4,0,242,142,15,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3287601404609691,"I do not know if Governor Brown has children or tried to raise young grade school children or not. But this is unacceptable. I am the most tech savvy person in my household. My 3 rd grader has been in tears at least twice today the first day of school. Not understand what to do or what is expected. The first time I heard him. I thought I solved it. I had a medical tele health appointment. I knew I should have canceled. it. Got him on track. 6 minutes later a call from the school because he is on camera in a full meltdown crying because he can't understand what to do. The teacher tries to help me get him on track I can't figure it out. Day one and he has given up. He told me he will not worry about assignments and just listen to the class. What a feaking nightmare. For political points, Governor Brown is willing to sacrifice the education of our children so that can be enslaved to those with more education.",,,,,,,,,841,3.21
AWAKE LIKE ME,,918890171535718,none,,,,20605,N/A,2020-09-03 02:05:05 EDT,2020-09-03,02:05:05,Photo,831,401,67,275,5,43,22,3,15,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3343187799105931,,https://www.facebook.com/photo.php?fbid=10159672277497573&set=gm.3343187799105931&type=3,,,,,,,,831,5.77
Open Oregon,,2882853491751153,none,,,,19087,N/A,2020-09-12 17:01:15 EDT,2020-09-12,17:01:15,Photo,821,29,479,59,1,36,5,14,197,1,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3300695669966931,,https://www.facebook.com/clackcosheriff/photos/a.451324794953413/3318199998265864/?type=3,,,Clackamas County Sheriff's Office,"STATEMENT re: inappropriate comments made by Patrol deputy

https://flashalert.net/id/CCSO/137941

On the evening of Friday, Sept. 11, 2020, the Clackamas County Sheriff's Office was made aware of inappropriate statements made by one of our Patrol deputies while he was on-duty and in uniform. 

Clackamas County is currently in a state of emergency due to several wildfires in our county. It appears the deputy was aware he made these comments while on video. At the time of the comments, the deputy was tasked with ensuring that residents knew of the wildfire hazards while he was patrolling the area. 

This deputy has been placed on administrative leave while our Professional Standards Unit investigates this potential violation of policy. 

STATEMENT FROM SHERIFF ROBERTS: ""As soon as I was made aware of this incident, I moved swiftly to place this deputy on leave while we investigate. The Sheriff's Office mission is to provide calm and safety especially during unprecedented times such as these. I expect nothing less of our deputies, and apologize to all in our community.""",,,,821,3.51
AWAKE LIKE ME,,918890171535718,none,,,,24249,N/A,2020-09-14 11:44:26 EDT,2020-09-14,11:44:26,Photo,818,456,70,91,192,1,4,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3377244359033608,,https://www.facebook.com/photo.php?fbid=10224281346569515&set=p.10224281346569515&type=3,,In a world of easily intimidated people... Be this woman,Arek,,,,,818,5.68
Open Oregon,,2882853491751153,none,,,,19023,N/A,2020-09-11 17:50:35 EDT,2020-09-11,17:50:35,Link,817,77,155,398,3,19,1,6,158,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3297724856930679,,https://kobi5.com/news/suspect-arrested-for-arson-during-almeda-fire-136520/,,,Suspect arrested for arson during Almeda Fire - KOBI-TV NBC5 / KOTI-TV NBC2,"JACKSON COUNTY, Ore. – A person was arrested for starting a fire during the Almeda Fire. The Jackson County Sheriff’s Office said a fire started at 11:04 a.m. in north Ashland and spread north along the Bear Creek Greenway. While the Almeda Fire was destroying homes and businesses in Talent and ...",,,,817,5.38
Open Oregon,,2882853491751153,none,,,,18959,N/A,2020-09-10 08:09:57 EDT,2020-09-10,08:09:57,Photo,815,350,128,222,8,9,57,5,35,1,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3292458810790617,Virus particles are about 4 times smaller than smoke particles. 🤦‍♀️🤦‍♀️🤦‍♀️ Stop wearing a lie! Here’s your proof... plus if masks worked they wouldn’t be clearing out prisons... they’d just give every inmate a mask... STOP LYING TO THE PEOPLE‼️,https://www.facebook.com/CDC/photos/a.184668026025/10158331126011026/?type=3,,CORONAVIRUS DISEASE 2019 (COVID-19) CDC cdc.gov/coronavirus,CDC,Cloth masks that are used to slow the spread of COVID-19 offer little protection against wildfire smoke. They do not catch small particles found in wildfire smoke that can harm your health. Limit your time outside when it’s smoky. Learn how you can protect yourself from wildfire smoke: https://bit.ly/3kSMjl9.,,,,815,3.48
Open Oregon,,2882853491751153,none,,,,18721,N/A,2020-09-04 20:33:09 EDT,2020-09-04,20:33:09,Link,812,29,300,63,0,20,144,7,249,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3275740502462448,Good Grief.,https://www.oregonlive.com/politics/2020/09/oregon-governor-disputes-sheriffs-accounts-of-plea-for-portland-protest-help.html,,,Oregon governor disputes sheriffs’ accounts of plea for Portland protest help,"Gov. Kate Brown said that Oregon State Police Superintendent Travis Hampton contacted Washington and Clackamas county sheriffs on Sunday, despite both sheriffs claiming they were not asked to lend officers to Portland before her public announcement.",,,,812,5.34
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 02:56:15 EDT,2020-09-04,02:56:15,Photo,805,226,144,252,2,14,86,73,8,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3346204392137605,,https://www.facebook.com/photo.php?fbid=10159676167822573&set=gm.3346204392137605&type=3,,,,,,,,805,5.59
Open Oregon,,2882853491751153,none,,,,18732,N/A,2020-09-07 00:02:52 EDT,2020-09-07,00:02:52,Link,798,405,190,63,42,4,91,1,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3282530558450109,,https://www.oregonlive.com/portland/2020/09/portland-mayor-facing-resignation-calls-questioned-leadership-as-election-looms.html,,,"Portland mayor facing resignation calls, questioned leadership as election looms","Many critics say they’re frustrated that Wheeler, the city’s police commissioner, expresses support for police reforms yet hasn’t come out strongly when officers appear to use excessive force on people during protests. Many others are frustrated he hasn’t done more to end the nightly demonst...",,,,798,5.25
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 04:10:03 EDT,2020-09-04,04:10:03,Photo,789,176,36,266,4,5,298,2,1,1,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3346368112121233,,https://www.facebook.com/photo.php?fbid=10159676304192573&set=gm.3346368112121233&type=3,,,,,,,,789,5.48
Open Oregon,,2882853491751153,none,,,,18732,N/A,2020-09-06 00:22:37 EDT,2020-09-06,00:22:37,Link,770,12,229,171,0,55,2,3,298,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3279389142097584,Retaliation for the recall? Remember Kate’s words. “Revenge is a dish served cold.” Unbelievable.,https://www.koin.com/news/politics/oregon-bars-gop-voter-statement-says-it-was-29-seconds-late/,,,"Oregon bars GOP voter statement, says it was 29 seconds late","SALEM, Ore. (AP) — The Oregon Republican Party’s statement for the state voters’ pamphlet arrived 29 seconds too late and won’t appear in the guide mailed to voters for the November election, offic…",,,,770,5.07
AWAKE LIKE ME,,918890171535718,none,,,,22767,N/A,2020-09-09 02:48:04 EDT,2020-09-09,02:48:04,Photo,769,248,31,203,7,1,275,2,0,2,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3359575674133810,,https://www.facebook.com/photo.php?fbid=10158368037246488&set=gm.3359575674133810&type=3,,,,,,,,769,5.34
AWAKE LIKE ME,,918890171535718,none,,,,19781,N/A,2020-09-01 04:08:24 EDT,2020-09-01,04:08:24,Status,752,273,147,247,5,20,3,4,51,2,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3337263563031688,"CDC quietly updated the Covid numbers to admit that only 6% of all the 153,504 deaths recorded actually died from Covid.",,,,,,,,,752,5.05
Ontario Civil Liberties Association,,110883345731728,none,,,,5527,N/A,2020-09-08 23:13:36 EDT,2020-09-08,23:13:36,Link,748,3,37,653,0,11,0,3,41,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1752227894930590,He held the mask over his baby daughter until she threw up. He abused his child for these Nazis and it still wasn't enough.,https://calgaryherald.com/news/local-news/abuse-harassment-and-outright-disrespect-family-forced-off-westjet-flight-for-not-masking-their-19-month-old,,,"‘Abuse, harassment and outright disrespect’: Family forced off WestJet flight for not masking their 19-month-old","Stewart said that even after Choudhry's wife put a face covering on their three-year-old, the 'decision was already made' to remove the family from the flight",,,,748,20.78
Open Oregon,,2882853491751153,none,,,,18758,N/A,2020-09-08 22:27:23 EDT,2020-09-08,22:27:23,Photo,737,51,159,90,1,131,1,283,5,16,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3288683724501459,"Phoenix Oregon, South Medford sounds like a war zone from exploding gas lines and such. Horrible. View from my front yard.",https://www.facebook.com/photo.php?fbid=10223906312588519&set=gm.3288683724501459&type=3,,,,,,,,737,3.15
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 02:25:00 EDT,2020-09-04,02:25:00,Photo,734,451,20,227,17,1,14,3,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3346127452145299,,https://www.facebook.com/photo.php?fbid=10159676106637573&set=gm.3346127452145299&type=3,,,,,,,,734,5.1
AWAKE LIKE ME,,918890171535718,none,,,,20215,N/A,2020-09-02 12:34:10 EDT,2020-09-02,12:34:10,Photo,715,356,24,317,14,1,2,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3340780219346689,,https://www.facebook.com/photo.php?fbid=10159277180611002&set=gm.3340780219346689&type=3,,,,,,,,715,4.97
AWAKE LIKE ME,,918890171535718,none,,,,22560,N/A,2020-09-08 14:15:04 EDT,2020-09-08,14:15:04,Photo,701,351,23,269,54,0,3,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3359565937468117,,https://www.facebook.com/photo.php?fbid=10159692499397573&set=gm.3359565937468117&type=3,,,,,,,,701,4.87
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 12:20:55 EDT,2020-09-04,12:20:55,Photo,697,333,180,152,9,1,6,8,8,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3347447135346664,,https://www.facebook.com/photo.php?fbid=10159677515822573&set=gm.3347447135346664&type=3,,,,,,,,697,4.84
Open Oregon,,2882853491751153,none,,,,18546,N/A,2020-09-02 18:59:20 EDT,2020-09-02,18:59:20,Status,689,298,208,32,47,3,94,0,7,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3268663529836812,What does everyone think about sending their used masks to Kate Brown? She extended the 'state of emergency' until Nov. 3rd. What emergency?!!!,,,,,,,,,689,2.63
AWAKE LIKE ME,,918890171535718,none,,,,20605,N/A,2020-09-03 14:46:46 EDT,2020-09-03,14:46:46,Photo,686,97,308,162,1,14,25,8,71,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3344110755680302,this confuses me. you attack bill gates for a supposed chip (no evidence to suggest this)in the vaccine. but this guy literally says chip and nothing?,https://www.facebook.com/photo.php?fbid=1365259870332789&set=gm.3344110755680302&type=3,,,,,,,,686,4.76
Open Oregon,,2882853491751153,none,,,,18520,N/A,2020-09-01 08:16:31 EDT,2020-09-01,08:16:31,Link,683,196,130,133,14,9,138,2,61,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3263505600352605,Look at that. She lied once again about her plan.,https://www.kptv.com/law-enforcement-agencies-refuse-to-send-deputies-into-portland/article_9a2d9f14-ebf2-11ea-9b9c-9bf968851267.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,,,Law enforcement agencies refuse to send deputies into Portland,"PORTLAND, OR (KPTV) – Law enforcement agencies around the state of Oregon say they will not be complying with a call from Governor Kate Brown to assist PPB with nightly",,,,683,4.49
AWAKE LIKE ME,,918890171535718,none,,,,22767,N/A,2020-09-09 09:51:57 EDT,2020-09-09,09:51:57,Status,678,377,134,105,11,9,1,31,5,5,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3361531813938196,i am 73 i cant remember when i last had a cold or flu i take vitamins but i started to get the flu jab last year i got shingles very painful couldnt sleep or eat for weeks looked up what was in the flu jab it had shingles in it i will never take another vaccine again and i would advise everyone never to take any vaccine there is too much bad stuff in them,,,,,,,,,678,4.55
AWAKE LIKE ME,,918890171535718,none,,,,21053,N/A,2020-09-04 13:06:45 EDT,2020-09-04,13:06:45,Status,678,367,130,135,42,0,3,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3347251488699562,,,,,,,,,,678,4.55
Open Oregon,,2882853491751153,none,,,,18520,N/A,2020-09-01 08:19:15 EDT,2020-09-01,08:19:15,Native Video,674,239,52,140,84,1,157,0,0,1,share,No,0,6143778,0,00:00:06,https://www.facebook.com/groups/2882853491751153/permalink/3263341887035643,https://www.facebook.com/1614897688/posts/10221491644753242/?extid=bpXZU3mMsVCSTH73&d=n,https://www.facebook.com/jill.knowles.98/videos/10221491641153152/,,,Jill,She's over it!! Anyone else relate??😂,,,,674,4.65
